sample_id,system,question,gold_answer,prediction,exact_match,f1_score,time_seconds
164,Ultra Agentic RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Terry Richardson,1.0,1.0,5.661066203669948
165,Ultra Agentic RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,1.0,1.0,7.223590645963063
166,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,5.679308397145354
167,Ultra Agentic RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,1986 to 2013,1.0,1.0,6.095975286219962
168,Ultra Agentic RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Eenasul Fateh,1.0,1.0,5.8304088701281085
169,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,5.991795924339231
170,Ultra Agentic RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,YG Entertainment,1.0,1.0,5.210140468848726
171,Ultra Agentic RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,1999,1.0,1.0,6.3816033522111395
172,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,7.065842645514676
173,Ultra Agentic RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,David Weissman,1.0,1.0,6.181326713942295
174,Ultra Agentic RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,no,1.0,1.0,7.246881383033211
175,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Kansas Song,1.0,1.0,6.804518615464161
176,Ultra Agentic RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Animorphs,1.0,1.0,6.8939106243542065
177,Ultra Agentic RAG,Are Local H and For Against both from the United States?,yes,yes,1.0,1.0,6.7005114690786005
178,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Chief of Protocol,1.0,1.0,5.1844630646197665
179,Ultra Agentic RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Terry Richardson,1.0,1.0,6.2482102635635135
180,Ultra Agentic RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,1.0,1.0,5.688317696960716
181,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,3677,1.0,1.0,5.788797189456386
182,Ultra Agentic RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,1986 to 2013,1.0,1.0,6.11251756838419
183,Ultra Agentic RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Eenasul Fateh,1.0,1.0,6.041890531185383
184,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,1.0,1.0,5.99159084938902
185,Ultra Agentic RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,YG Entertainment,1.0,1.0,5.428960209342821
186,Ultra Agentic RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,1999,1.0,1.0,7.074081955699175
187,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Greenwich Village,1.0,1.0,4.7226539063683175
188,Ultra Agentic RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,yes,0.0,0.14656741629959852,6.233401820430762
189,Ultra Agentic RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Unknown,0.0,0.15813681936635712,5.578074835088048
190,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,no,0.0,0.22165706774184835,6.440219053953675
191,Ultra Agentic RAG,What science fantasy young adult series has a set of companion books?,Animorphs,I dont know,0.0,0.09481683912369296,5.832233800988429
192,Ultra Agentic RAG,Are Local H and For Against both from the United States?,yes,Not stated,0.0,0.25015353288505116,5.900792486104104
193,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,no,0.0,0.2268802279789489,5.407416045162225
194,Ultra Agentic RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Unknown,0.0,0.12709898276769296,5.668462251774613
195,Ultra Agentic RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Not stated,0.0,0.25739796505526197,5.438748068011684
196,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Unknown,0.0,0.1575853317480352,5.163302688056735
197,Ultra Agentic RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,no,0.0,0.22585117068199084,6.268745472329639
198,Ultra Agentic RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Unknown,0.0,0.28833703848810777,5.907117270003191
199,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,0.0,0.15672033401701657,5.568229871836044
200,Ultra Agentic RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Unknown,0.0,0.0933660241079111,5.391061102867799
201,Ultra Agentic RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,I dont know,0.0,0.13910425056030679,6.104899558252692
202,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,I dont know,0.0,0.28280696453098253,6.155997080248061
203,Ultra Agentic RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Not stated,0.0,0.208492150310997,5.919816024057968
204,Ultra Agentic RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,I dont know,0.0,0.0942871468388336,5.712467514906358
205,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,yes,0.0,0.23055371808454778,6.093545107568664
206,Ultra Agentic RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Unknown,0.0,0.2255572229597343,6.388677183378578
207,Ultra Agentic RAG,Are Local H and For Against both from the United States?,yes,Unknown,0.0,0.15336126840072398,6.173124843990722
208,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,I dont know,0.0,0.22921472397822212,5.5843209984685025
209,Ultra Agentic RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,I dont know,0.0,0.23005807548376284,5.549520348783537
210,Ultra Agentic RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,no,0.0,0.16550878062043406,5.455185235909067
211,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,no,0.0,0.1358257201870688,6.125469167105996
212,Ultra Agentic RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Unknown,0.0,0.1876363799470448,5.57682214977638
213,Ultra Agentic RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Not stated,0.0,0.24154696743017134,4.892571451069526
214,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Not stated,0.0,0.1667249683973873,5.992014114126376
215,Ultra Agentic RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Not stated,0.0,0.27455937765662086,6.043712812083158
216,Ultra Agentic RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,no,0.0,0.2523989983560062,6.14670667124305
217,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Not stated,0.0,0.24437192399422142,5.896152121190266
218,Ultra Agentic RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,yes,0.0,0.2666270116975467,4.832091892800853
219,Ultra Agentic RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Not stated,0.0,0.19710133124403356,5.708049211514618
220,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,yes,0.0,0.23275322503117452,4.604166563698046
221,Ultra Agentic RAG,What science fantasy young adult series has a set of companion books?,Animorphs,yes,0.0,0.27544894135619513,6.890197186267507
222,Ultra Agentic RAG,Are Local H and For Against both from the United States?,yes,Not stated,0.0,0.10435160951133676,5.829915996042361
223,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,no,0.0,0.27257763204796176,5.320667068112938
224,Ultra Agentic RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,no,0.0,0.20654033484557294,6.181311283280631
225,Ultra Agentic RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Not stated,0.0,0.12490743131655102,5.801572619631896
226,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,no,0.0,0.1803681105319262,5.621209713072794
227,Ultra Agentic RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Unknown,0.0,0.23538359323613,6.201523667152406
228,Ultra Agentic RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Not stated,0.0,0.11018832889033758,5.739083925096622
229,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,yes,0.0,0.1810965384374441,6.904869056039454
230,Ultra Agentic RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Not stated,0.0,0.1826864600359564,6.85810565606946
231,Ultra Agentic RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,Not stated,0.0,0.17508491476893198,5.213426714767772
232,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Unknown,0.0,0.10354735618650496,5.280453695965477
233,Ultra Agentic RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,I dont know,0.0,0.22655354244547388,5.883119775765257
234,Ultra Agentic RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Unknown,0.0,0.23665601596500047,5.289733472382716
235,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,yes,0.0,0.1428914438135225,6.700725057173971
236,Ultra Agentic RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Not stated,0.0,0.24116089656636314,5.290042345832274
237,Ultra Agentic RAG,Are Local H and For Against both from the United States?,yes,Unknown,0.0,0.10660590518309147,6.065330400959925
238,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,yes,0.0,0.16090577331242692,5.319119808929983
239,Ultra Agentic RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,yes,0.0,0.20023270081598113,5.18735481471734
240,Ultra Agentic RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,0.0,0.2789165597769893,6.140263986457738
241,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Unknown,0.0,0.2892274496164554,6.261567432491544
242,Ultra Agentic RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Unknown,0.0,0.09834697420461583,6.183279110579635
243,Ultra Agentic RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,no,0.0,0.12799626536514172,5.483153013750774
244,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Unknown,0.0,0.24516553658474238,6.05023203226682
245,Ultra Agentic RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Unknown,0.0,0.16689218412765355,5.689646465536564
246,Ultra Agentic RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,Unknown,0.0,0.1817074265325372,5.737718678279055
247,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Not stated,0.0,0.16712910676039755,6.764891585315035
248,Ultra Agentic RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,I dont know,0.0,0.11859796126713469,5.779220622248791
249,Ultra Agentic RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Not stated,0.0,0.11572663345705514,6.5551568094496675
250,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,no,0.0,0.17061172635680816,6.319291065579836
251,Ultra Agentic RAG,What science fantasy young adult series has a set of companion books?,Animorphs,no,0.0,0.23757162818122562,5.778767032106205
252,Ultra Agentic RAG,Are Local H and For Against both from the United States?,yes,yes,0.0,0.2589643223337431,6.049123540658609
253,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.2876981365358278,4.390262807141805
254,Ultra Agentic RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Not stated,0.0,0.2266999715553134,4.871731804454641
255,Ultra Agentic RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Unknown,0.0,0.17682560594668034,5.980726444880404
256,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,no,0.0,0.2566720874751569,5.897764362216563
257,Ultra Agentic RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,no,0.0,0.18412505570971927,6.043296933148658
258,Ultra Agentic RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.14712994555902548,6.157147691824385
259,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Unknown,0.0,0.09844346298199622,5.88938468132231
260,Ultra Agentic RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,yes,0.0,0.21498464144178253,5.9971965002311345
261,Ultra Agentic RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,yes,0.0,0.14013325882864242,5.693004064383393
262,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,yes,0.0,0.11217934261850142,5.756508862538062
263,Ultra Agentic RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,yes,0.0,0.1812882132497205,5.828378552196434
264,Ultra Agentic RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,yes,0.0,0.14094683024367852,5.7622618309763345
265,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,no,0.0,0.17245307016218128,5.8100655044307254
266,Ultra Agentic RAG,What science fantasy young adult series has a set of companion books?,Animorphs,yes,0.0,0.1999519617814857,6.1378809562288925
267,Ultra Agentic RAG,Are Local H and For Against both from the United States?,yes,I dont know,0.0,0.12002711502298094,6.7456125551166615
268,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Not stated,0.0,0.1388323034283314,4.932197218978116
269,Ultra Agentic RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Not stated,0.0,0.15578073927383843,5.672893653818887
270,Ultra Agentic RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,I dont know,0.0,0.24650764249642476,5.8069687509933035
271,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,no,0.0,0.13938080695534413,6.677475418046571
272,Ultra Agentic RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Not stated,0.0,0.2891391121450252,5.793037644194556
273,Ultra Agentic RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,I dont know,0.0,0.13620854808920652,5.1911020875814735
274,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Not stated,0.0,0.1470307841017211,5.12869838956156
275,Ultra Agentic RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,no,0.0,0.2817040510053443,5.669778448832876
276,Ultra Agentic RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,Unknown,0.0,0.217198627529666,5.28850416787755
277,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,yes,0.0,0.20317013319674254,6.769507284578935
278,Ultra Agentic RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Unknown,0.0,0.2864580470687372,6.493492291734544
279,Ultra Agentic RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,I dont know,0.0,0.24916091919610361,6.816818186138123
280,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Unknown,0.0,0.23126168146181797,4.58330852876371
281,Ultra Agentic RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Unknown,0.0,0.12184352156503275,6.2254365132098854
282,Ultra Agentic RAG,Are Local H and For Against both from the United States?,yes,Not stated,0.0,0.1287757957494499,6.204875332528778
283,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,no,0.0,0.186703764082444,6.013285786335901
284,Ultra Agentic RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,no,0.0,0.15214728375902958,5.756660822558119
285,Ultra Agentic RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,0.0,0.2531552319869774,5.869048052142496
286,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Unknown,0.0,0.20447718991738184,5.618155135369605
287,Ultra Agentic RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,no,0.0,0.20345735163985462,5.5671191592520906
288,Ultra Agentic RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,I dont know,0.0,0.16968380976149222,6.454308716793841
289,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,yes,0.0,0.1326673466120109,6.053626652982139
290,Ultra Agentic RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,I dont know,0.0,0.2764452209022445,5.552155345180292
291,Ultra Agentic RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,no,0.0,0.11049279930537274,6.421175078129713
292,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Unknown,0.0,0.10230732582280277,6.030035872905496
293,Ultra Agentic RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Not stated,0.0,0.2267343841269157,6.2405286975424366
294,Ultra Agentic RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,yes,0.0,0.09990951084140012,6.608218897082494
295,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Not stated,0.0,0.12963265878655109,5.814148051753613
296,Ultra Agentic RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Not stated,0.0,0.23686104797042984,5.769517709929514
297,Ultra Agentic RAG,Are Local H and For Against both from the United States?,yes,no,0.0,0.1354033043375525,5.817637664254991
298,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,I dont know,0.0,0.2658947703049076,6.232806205936935
299,Ultra Agentic RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,yes,0.0,0.15263760512623153,6.772451880911678
300,Ultra Agentic RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,no,0.0,0.13436155440980163,6.846880736158149
301,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,yes,0.0,0.2844155112228918,5.212033476398091
302,Ultra Agentic RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Unknown,0.0,0.24137584549124835,6.01514834238784
303,Ultra Agentic RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Not stated,0.0,0.2748882593551177,6.582136183585863
304,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Unknown,0.0,0.23275371653514076,6.578236469667676
305,Ultra Agentic RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Not stated,0.0,0.27502529191871133,6.038109018701814
306,Ultra Agentic RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,I dont know,0.0,0.15632300176548047,4.992867308438118
307,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Not stated,0.0,0.16813234887458453,4.832150705844629
308,Ultra Agentic RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,I dont know,0.0,0.22174426799902253,5.910447900142011
309,Ultra Agentic RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Not stated,0.0,0.14431232547707054,6.184860471463527
310,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Unknown,0.0,0.2685623904724081,6.329000268310276
311,Ultra Agentic RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Unknown,0.0,0.11172164631309603,5.694079917887394
312,Ultra Agentic RAG,Are Local H and For Against both from the United States?,yes,I dont know,0.0,0.24432579386194225,6.65058929237538
313,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,I dont know,0.0,0.27486609977949783,5.614573554946286
314,Ultra Agentic RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,yes,0.0,0.1545844037740382,5.379344159952055
315,Ultra Agentic RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,no,0.0,0.2045049454928709,4.739691959484601
316,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,yes,0.0,0.24025047574329783,5.322259094941235
317,Ultra Agentic RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Not stated,0.0,0.14415482198195392,6.9191098592229405
318,Ultra Agentic RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Unknown,0.0,0.2078285852074801,5.282407397388588
319,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,0.0,0.15103845750154765,5.620760876545003
320,Ultra Agentic RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Unknown,0.0,0.157973057195572,6.541273268373096
321,Ultra Agentic RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,no,0.0,0.20595790254080704,5.986035557802142
322,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,I dont know,0.0,0.19186029647386452,5.881811103063965
323,Ultra Agentic RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Unknown,0.0,0.14346535152697656,4.950194849124764
324,Ultra Agentic RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Unknown,0.0,0.28530165345006875,5.423996148523176
325,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,I dont know,0.0,0.18416579968964109,6.117272211291605
326,Ultra Agentic RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Not stated,0.0,0.12585314217203636,6.454163419448102
327,Ultra Agentic RAG,Are Local H and For Against both from the United States?,yes,Not stated,0.0,0.1896632642508265,5.999251127438413
328,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,yes,0.0,0.2900647081759713,6.502859607331532
329,Ultra Agentic RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,yes,0.0,0.1967888830808159,5.702828616614463
330,Ultra Agentic RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,0.0,0.28103762224017964,5.606490776647266
331,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Unknown,0.0,0.24486776871440386,5.021480847273495
332,Ultra Agentic RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,no,0.0,0.11949830609939205,6.002233326822832
333,Ultra Agentic RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,no,0.0,0.10559358833308455,5.532776303920646
334,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Not stated,0.0,0.09382829233813236,6.686785826603138
335,Ultra Agentic RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,yes,0.0,0.18320193179428682,5.3213933836945975
336,Ultra Agentic RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,Not stated,0.0,0.21556704717536063,5.888234231296173
337,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Unknown,0.0,0.27455029094696665,6.227623193732285
338,Ultra Agentic RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Not stated,0.0,0.09514635337384396,5.278776542321664
339,Ultra Agentic RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,yes,0.0,0.2023287121822514,6.257621373028294
340,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,I dont know,0.0,0.09534522952052599,6.705860907332665
341,Ultra Agentic RAG,What science fantasy young adult series has a set of companion books?,Animorphs,I dont know,0.0,0.19914762058478497,6.522104841959113
342,Ultra Agentic RAG,Are Local H and For Against both from the United States?,yes,Unknown,0.0,0.09542851952048545,6.442442717968958
343,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,no,0.0,0.2532335397894858,5.523719662401289
344,Ultra Agentic RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,yes,0.0,0.1134032857388986,4.6579240819997025
345,Ultra Agentic RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,no,0.0,0.1968770802451633,5.868686225629656
346,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Not stated,0.0,0.13038641139832266,5.445500126407146
347,Ultra Agentic RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,I dont know,0.0,0.1424836392629361,6.47293765806928
348,Ultra Agentic RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Unknown,0.0,0.14546494733532717,5.7420306945319
349,Ultra Agentic RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Unknown,0.0,0.1078038487628871,6.243865042374752
350,Ultra Agentic RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,no,0.0,0.18379954911023705,6.289843874744154
351,Ultra Agentic RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,no,0.0,0.2900466063279455,6.236009643910779
352,Ultra Agentic RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,yes,0.0,0.15199492806798462,5.641420109384604
353,Ultra Agentic RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,yes,0.0,0.22274714391183065,6.197954131075108
354,Ultra Agentic RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Unknown,0.0,0.1107001010854219,6.887882627246078
355,Ultra Agentic RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Unknown,0.0,0.16743391369685745,6.041491370323735
356,Ultra Agentic RAG,What science fantasy young adult series has a set of companion books?,Animorphs,yes,0.0,0.10322298782579314,6.379984624585358
357,Ultra Agentic RAG,Are Local H and For Against both from the United States?,yes,yes,0.0,0.23256903000382123,4.708316026921539
358,Ultra Agentic RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.19197167862255843,5.704557073403903
359,Ultra Agentic RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,I dont know,0.0,0.2209814483886604,5.937197446526624
360,Ultra Agentic RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,0.0,0.205171325590207,4.837931389403259
361,Ultra Agentic RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,yes,0.0,0.27095824242854,6.711861920437432
